product_id,embedding
141,"[0.02018594741821289, 0.040788546204566956, -0.0832863450050354, -0.05791640654206276, 0.004144197329878807, 0.021876145154237747, -0.1700880378484726, 0.14699748158454895, 0.005835078656673431, 0.03493141382932663, -0.07763329148292542, 0.0828332006931305, 0.019035257399082184, -0.04579499363899231, 0.029351454228162766, 0.13482069969177246, 0.06622345000505447, -0.15604059398174286, -0.020220961421728134, -0.023003503680229187, -0.034746862947940826, -0.18395666778087616, 0.10356628149747849, 0.07215151190757751, 0.03046935237944126, -0.005073657259345055, 0.01644832268357277, 0.10383275151252747, -0.2701162099838257, 0.05207844451069832, 0.10242300480604172, 0.06345925480127335, 0.0685339868068695, -0.02919788286089897, 0.07674601674079895, -0.04019249975681305, -0.038344718515872955, -0.1580079048871994, -0.008096747100353241, 0.15851402282714844, 0.2037733495235443, -0.01197662204504013, 0.06055193766951561, -0.13113997876644135, -0.10586156696081161, -0.059364303946495056, 0.1364620476961136, -0.14048852026462555, -0.12625062465667725, 0.11059891432523727, 0.053904883563518524, 0.06795234233140945, 0.06214218586683273, -0.022268619388341904, -0.10967642068862915, 0.1514786332845688, 0.006001373752951622, -0.033854372799396515, -0.029388945549726486, -0.05962972715497017, -0.09934207797050476, 0.17536544799804688, -0.2638835906982422, -0.05996324121952057, 0.037314463406801224, -0.12500378489494324, -0.04057854413986206, -0.08637769520282745, -0.23181168735027313, -0.006771109066903591, -0.1517849862575531, 0.06405434757471085, -0.0009157676249742508, 0.17452096939086914, -0.01396641694009304, -0.2585577368736267, -0.03975816071033478, 0.09225881844758987, 0.009561165235936642, 0.049349408596754074, 0.08327589929103851, -0.04405009001493454, -0.16865165531635284, -0.08243508636951447, 0.2061801552772522, 0.01571268029510975, 0.08108484745025635, 0.06862735748291016, 0.0004497058689594269, 0.2140185385942459, 0.16677580773830414, 0.04353662580251694, 0.11393438279628754, 0.034793704748153687, 0.02889544889330864, -0.021391281858086586, 0.04290549457073212, -0.1297990381717682, -0.05696232616901398, 0.026806503534317017, 0.1616649031639099, 0.03474682196974754, 0.03171711415052414, -0.1206120103597641, 0.06971617788076401, -0.14523537456989288, -0.2078975886106491, 0.03172296658158302, -0.1048152819275856, -0.024295195937156677, -0.02402033656835556, 0.05681850016117096, 0.12532369792461395, -0.043926190584897995, -0.09040127694606781, -0.045468054711818695, -0.0598776750266552, -0.1815386712551117, 0.01642516627907753, -0.0960119217634201, -0.014657219871878624, -0.13122951984405518, 0.06603255122900009, 0.11133236438035965, -0.1516364961862564, 0.13410083949565887, 0.018059130758047104, -0.05369802936911583]"
142,"[0.019874267280101776, -0.0364036038517952, -0.04749878868460655, -0.07155279815196991, -0.025666866451501846, -0.039275795221328735, 0.009057706221938133, 0.06141820177435875, 0.08238976448774338, 0.08866555988788605, -0.03402714803814888, 0.1530180275440216, 0.052661627531051636, -0.1041519045829773, 0.0480993390083313, 0.04357895255088806, 0.05604790151119232, -0.15163174271583557, 0.06439889967441559, -0.10924658179283142, 0.10595760494470596, -0.08167558163404465, 0.08321045339107513, -0.00040203332901000977, 0.12363993376493454, 0.08842122554779053, -0.0281837098300457, -0.014405310153961182, -0.208772212266922, 0.06309719383716583, 0.17267605662345886, -0.020628154277801514, 0.009653061628341675, -0.10024310648441315, -0.052520640194416046, -0.15198786556720734, -0.14969347417354584, -0.24012978374958038, -0.0017265919595956802, 0.017361050471663475, 0.04752621427178383, -0.011253967881202698, -0.016857154667377472, -0.0054777152836322784, -0.06030699238181114, 0.09683038294315338, 0.23878279328346252, -0.01778942532837391, -0.07335474342107773, 0.21313589811325073, -0.0304098017513752, 0.07734617590904236, 0.11227070540189743, -0.08404803276062012, -0.13417121767997742, 0.18075138330459595, 0.029042216017842293, 0.07691803574562073, 0.0598677434027195, 0.03436753526329994, -0.11128860712051392, 0.13179388642311096, -0.2281661182641983, -0.09016187489032745, 0.0641513466835022, -0.052325233817100525, -0.059709593653678894, -0.150114506483078, -0.13295315206050873, 0.08658245950937271, -0.05814051628112793, 0.04616658762097359, 0.06351057440042496, 0.07000025361776352, -0.06373625248670578, -0.19986042380332947, 0.008578786626458168, -0.053791314363479614, -0.013551142998039722, 0.039996713399887085, -0.030593831092119217, -0.009116711094975471, -0.21008099615573883, 0.07910841703414917, 0.1626371294260025, -0.05087824910879135, -0.005029529333114624, 0.08386033028364182, -0.04526951164007187, 0.13436105847358704, 0.08285634219646454, 0.014716073870658875, 0.13683061301708221, 0.07581423223018646, 0.03186943754553795, -0.04963747411966324, -0.0014232378453016281, -0.07442627847194672, -0.047189630568027496, 0.047532178461551666, 0.12972503900527954, 0.021510757505893707, -0.025091063231229782, -0.06676962971687317, 0.11614473909139633, -0.07015426456928253, -0.08364728093147278, -0.11066263914108276, -0.13098359107971191, 0.06724921613931656, -0.1125476136803627, 0.020938072353601456, 0.03662348911166191, -0.09176404774188995, -0.08862651884555817, -0.06112321466207504, -0.016873840242624283, -0.13413894176483154, 0.0654187723994255, -0.021265193819999695, -0.02335292659699917, -0.016916930675506592, 0.10932847112417221, -0.004088473506271839, -0.14466676115989685, -0.018096039071679115, -0.03043944761157036, 0.04672251269221306]"
145,"[0.08664388209581375, -0.10954532027244568, 0.04103057086467743, -0.06015314906835556, 0.008652636781334877, -0.1589326113462448, 0.1412329524755478, 0.1266838014125824, 0.07604801654815674, -0.06069021672010422, 0.4543707072734833, 0.4591042101383209, 0.3356727659702301, 0.0021252259612083435, 0.18391835689544678, 0.033864498138427734, 0.32755279541015625, -0.20340251922607422, -0.027746129781007767, -0.020247098058462143, 0.34308570623397827, -0.019985780119895935, 0.11270696669816971, -0.13043223321437836, 0.38018128275871277, 0.12306692451238632, -0.3128637373447418, -0.05377225577831268, -0.1703396737575531, 0.26247087121009827, 0.1553659737110138, 0.0732913687825203, 0.02522415667772293, -0.28195732831954956, -0.2048192322254181, -0.3732142746448517, -0.24632681906223297, -0.39762967824935913, 0.192572221159935, -0.13925901055335999, -0.052708595991134644, -0.32243990898132324, -0.0658368393778801, 0.19890709221363068, -0.12250076979398727, 0.01591368205845356, 0.3416571021080017, -0.23873214423656464, 0.16557839512825012, 0.18662217259407043, 0.2753589153289795, 0.146584153175354, 0.08558091521263123, 0.24589310586452484, -0.14491158723831177, 0.050186410546302795, 0.17620141804218292, 0.1402936577796936, 0.18533195555210114, -0.027937594801187515, -0.13505035638809204, 0.01647520437836647, -0.17495247721672058, -0.15966323018074036, 0.19878685474395752, -0.1675230860710144, -0.2569468319416046, -0.1765562891960144, -0.16335658729076385, -0.07582483440637589, -0.12516945600509644, 0.015456635504961014, -0.14096887409687042, 0.20791304111480713, 0.20402339100837708, -0.18174418807029724, -0.2196950614452362, -0.02839837409555912, -0.08343226462602615, 0.12469251453876495, -0.24369636178016663, 0.07870116829872131, -0.1952965259552002, -0.24582360684871674, -0.08722709864377975, -0.061056412756443024, 0.20389345288276672, -0.017104458063840866, -0.16469992697238922, 0.15174685418605804, 0.28853917121887207, -0.2344047725200653, 0.31777897477149963, 0.14765697717666626, -0.09419144690036774, -0.12445142865180969, -0.06695999205112457, 0.10426320880651474, 0.1237468346953392, -0.0029083341360092163, -0.10820706188678741, -0.12742456793785095, 0.21311905980110168, -0.10489723086357117, 0.04137379676103592, 0.19667890667915344, 0.18096745014190674, -0.1074962168931961, -0.25711002945899963, -0.32471373677253723, -0.2971651554107666, -0.05459699034690857, 0.2806333899497986, -0.13859595358371735, -0.30098778009414673, -0.1579694151878357, -0.039269786328077316, -0.47903093695640564, 0.2254079133272171, 0.22699975967407227, 0.06594549864530563, 0.06493125110864639, -0.09644953161478043, -0.03543059900403023, -0.31941545009613037, -0.19118189811706543, 0.26191574335098267, -0.2117900252342224]"
146,"[0.08280659466981888, -0.13093030452728271, 0.018335681408643723, -0.09240452200174332, 0.044261276721954346, -0.17034389078617096, 0.18721802532672882, 0.07971879839897156, 0.14312565326690674, -0.04132214933633804, 0.41760948300361633, 0.5106589794158936, 0.35931310057640076, 0.07850047200918198, 0.13650520145893097, -0.02238103747367859, 0.3104969263076782, -0.19318673014640808, 0.01412506029009819, 0.019416283816099167, 0.3340945839881897, -0.0285017192363739, 0.11424224823713303, -0.10273540019989014, 0.33676326274871826, 0.1941533237695694, -0.3401723802089691, -0.08805757761001587, -0.16686135530471802, 0.3029823303222656, 0.12720099091529846, 0.08718082308769226, 0.09753033518791199, -0.30602139234542847, -0.20055758953094482, -0.4496602416038513, -0.264140248298645, -0.38752150535583496, 0.22453537583351135, -0.14385132491588593, -0.07417160272598267, -0.30834656953811646, -0.09411949664354324, 0.2613888680934906, -0.16531795263290405, -0.02072552777826786, 0.4030277729034424, -0.18568561971187592, 0.1587512344121933, 0.2258085310459137, 0.30268990993499756, 0.17707344889640808, 0.11490549147129059, 0.2752927541732788, -0.1733906865119934, 0.044412486255168915, 0.16077257692813873, 0.14602364599704742, 0.19585497677326202, -0.007659628987312317, -0.1465827226638794, 0.03689973056316376, -0.15153813362121582, -0.22182312607765198, 0.2117956429719925, -0.1629292368888855, -0.2738129496574402, -0.2326725274324417, -0.162040114402771, -0.031818702816963196, -0.1831628680229187, 0.047273967415094376, -0.13981908559799194, 0.18070054054260254, 0.2841838002204895, -0.17090992629528046, -0.19305379688739777, -0.03905639797449112, -0.020795438438653946, 0.12871207296848297, -0.20790338516235352, 0.016399728134274483, -0.21946370601654053, -0.21086303889751434, -0.10727616399526596, -0.07573392242193222, 0.13848400115966797, 0.034561142325401306, -0.16910500824451447, 0.20914305746555328, 0.270755410194397, -0.21773913502693176, 0.310829222202301, 0.16731345653533936, -0.03354964032769203, -0.10977943241596222, -0.11750826239585876, 0.10558111220598221, 0.1619187593460083, -0.0073264241218566895, -0.1509113758802414, -0.11715789139270782, 0.25307777523994446, -0.06760811805725098, 0.007394246757030487, 0.22908742725849152, 0.2546674311161041, -0.12857100367546082, -0.3003263473510742, -0.3574036955833435, -0.3675791323184967, -0.04508243501186371, 0.3058861494064331, -0.19501495361328125, -0.308978796005249, -0.22151023149490356, -0.05942923203110695, -0.5396620035171509, 0.2212725430727005, 0.21581614017486572, 0.08561915159225464, 0.054128073155879974, -0.06846532970666885, 0.010251703672111034, -0.37597471475601196, -0.24338191747665405, 0.27362382411956787, -0.2360965609550476]"
147,"[0.13836669921875, -0.10838894546031952, -0.02261800318956375, -0.011973798274993896, 0.055544525384902954, -0.12331186234951019, 0.092051662504673, 0.14723245799541473, -0.030827665701508522, -0.12083852291107178, 0.32643482089042664, 0.331116259098053, 0.17385384440422058, -0.0720597431063652, 0.19590206444263458, -0.02214594930410385, 0.1956942230463028, -0.24225398898124695, -0.00933883711695671, 0.06733725965023041, 0.22593778371810913, 0.16600504517555237, 0.20489999651908875, -0.15902596712112427, 0.21589301526546478, -0.11619878560304642, -0.345907598733902, 0.07530633360147476, -0.2228674292564392, 0.10405629873275757, 0.02088252454996109, 0.07761163264513016, 0.11176075041294098, -0.39063847064971924, -0.04332525283098221, -0.18900659680366516, -0.20158706605434418, -0.38341623544692993, 0.07854011654853821, -0.08578534424304962, -0.15732441842556, -0.35283565521240234, -0.10516258329153061, 0.04082431271672249, -0.3026455342769623, -0.03979259729385376, 0.18812569975852966, -0.29184699058532715, 0.18486960232257843, 0.188745379447937, 0.14526376128196716, 0.08180241286754608, 0.12153632938861847, 0.32557711005210876, -0.28309518098831177, -0.12432398647069931, 0.029344236478209496, 0.17548751831054688, 0.1959955245256424, 0.02101306989789009, -0.17558103799819946, 0.1392703503370285, -0.1899714320898056, -0.07451938092708588, 0.12531021237373352, -0.13035772740840912, -0.19656358659267426, -0.022490087896585464, -0.16132262349128723, -0.08348105102777481, -0.013956429436802864, 0.302237868309021, -0.08576527237892151, 0.10963954776525497, 0.1935880482196808, -0.08229634165763855, -0.09278790652751923, 0.14704498648643494, -0.02974008582532406, 0.0494195930659771, -0.09685543179512024, -0.07707872986793518, -0.14921265840530396, 0.03877772390842438, -0.08904608339071274, 0.026202822104096413, 0.0970509946346283, 0.0031527946703135967, -0.048194997012615204, 0.12784521281719208, 0.11109260469675064, -0.17649447917938232, 0.24687619507312775, 0.13611577451229095, -0.2532136142253876, -0.11649902164936066, -0.13789168000221252, 0.026616420596837997, 0.21535247564315796, -0.12590131163597107, -0.1529650241136551, 0.09645494818687439, 0.08439823985099792, -0.05534425005316734, -0.07791689783334732, 0.21172669529914856, 0.09730315208435059, -0.14549219608306885, -0.2102944403886795, -0.2028837502002716, -0.18891844153404236, -0.08991333842277527, 0.12609507143497467, -0.22171126306056976, -0.24690715968608856, -0.11362849920988083, -0.09316416829824448, -0.2602238953113556, 0.02996048517525196, 0.09954630583524704, 0.023910190910100937, -0.006646104156970978, -0.07337812334299088, 0.10750049352645874, -0.22673961520195007, -0.16736671328544617, 0.06452959775924683, -0.06274411082267761]"
148,"[0.07882095128297806, -0.13743051886558533, 0.032192129641771317, -0.06442299485206604, 0.0982971265912056, -0.1697271168231964, 0.06351861357688904, 0.11652383208274841, -0.016153179109096527, -0.11407138407230377, 0.3294435441493988, 0.3566261827945709, 0.25068968534469604, 0.0011763274669647217, 0.2351924479007721, -0.07570110261440277, 0.25365889072418213, -0.17616352438926697, 0.004052840173244476, 0.09099778532981873, 0.24662688374519348, 0.17865246534347534, 0.19488811492919922, -0.14842267334461212, 0.1956775039434433, -0.01858626864850521, -0.4190850555896759, 0.07586289197206497, -0.19530236721038818, 0.09367653727531433, -0.0028903409838676453, 0.048730239272117615, 0.1832515001296997, -0.46589332818984985, -0.04760316014289856, -0.22991140186786652, -0.2359650582075119, -0.3615007996559143, 0.04186379164457321, -0.06577347218990326, -0.15754234790802002, -0.39073777198791504, -0.04595158249139786, 0.06120334938168526, -0.26992034912109375, -0.05323947221040726, 0.24305874109268188, -0.3607536852359772, 0.16448384523391724, 0.19017481803894043, 0.18779143691062927, 0.07758797705173492, 0.17684225738048553, 0.3479810357093811, -0.3036465644836426, -0.12286292761564255, 0.059641145169734955, 0.21665146946907043, 0.22727029025554657, -0.022679176181554794, -0.17418968677520752, 0.14519333839416504, -0.20883427560329437, -0.11604625731706619, 0.15751691162586212, -0.10191851109266281, -0.24036440253257751, -0.048227254301309586, -0.22829492390155792, -0.08662977069616318, -0.03835337981581688, 0.317527711391449, -0.10105898231267929, 0.07802991569042206, 0.16257363557815552, -0.02026725932955742, -0.0794985294342041, 0.08790887892246246, -0.02877083234488964, 0.11653868854045868, -0.11911806464195251, -0.09882959723472595, -0.1887449026107788, 0.04971601814031601, -0.122718445956707, 0.05112890154123306, 0.09558063745498657, -0.01613372191786766, -0.05234634131193161, 0.12172839045524597, 0.1266678273677826, -0.1846444010734558, 0.2507903575897217, 0.12985926866531372, -0.26240074634552, -0.16372568905353546, -0.1379796415567398, 0.027727682143449783, 0.2463526427745819, -0.14015698432922363, -0.13921453058719635, 0.04986947402358055, 0.10241308063268661, -0.05001362785696983, -0.08203203231096268, 0.21008160710334778, 0.13168154656887054, -0.15693560242652893, -0.2563452422618866, -0.24846526980400085, -0.21822002530097961, -0.0657089501619339, 0.12552371621131897, -0.21302931010723114, -0.27081185579299927, -0.18141776323318481, -0.059457745403051376, -0.2722172141075134, 0.09245167672634125, 0.09745170921087265, 0.045571036636829376, 0.006981112062931061, -0.06606502085924149, 0.1272522360086441, -0.2735690772533417, -0.24020719528198242, 0.13083747029304504, -0.10550317168235779]"
149,"[0.18567496538162231, -0.0716760903596878, 0.03428776562213898, -0.021872006356716156, -0.06436509639024734, -0.11809350550174713, 0.07338378578424454, 0.20040716230869293, 0.03693260997533798, -0.16003458201885223, 0.41423138976097107, 0.3468383848667145, 0.27259716391563416, -0.1039324626326561, 0.1735563576221466, 0.020729199051856995, 0.3189006447792053, -0.24721159040927887, 0.02846485748887062, 0.11846518516540527, 0.3404752016067505, 0.0589558444917202, 0.1451692283153534, -0.19844092428684235, 0.4339669942855835, -0.03742650896310806, -0.3326614201068878, 0.09370359778404236, -0.2861531972885132, 0.24020838737487793, 0.09740082174539566, 0.022239435464143753, 0.01507260650396347, -0.40630990266799927, -0.1259153187274933, -0.373384565114975, -0.236681267619133, -0.40778499841690063, 0.156044602394104, -0.15902766585350037, -0.18205401301383972, -0.34747034311294556, -0.22254031896591187, 0.2177768349647522, -0.1715567260980606, -0.039293646812438965, 0.24864137172698975, -0.21675094962120056, 0.2155526578426361, 0.25791338086128235, 0.1933746635913849, 0.07644358277320862, 0.12063330411911011, 0.3038155436515808, -0.20672497153282166, -0.07749278843402863, 0.11735159158706665, 0.09104542434215546, 0.23810388147830963, 0.029424075037240982, -0.20837558805942535, 0.07677128911018372, -0.17663197219371796, -0.0929405614733696, 0.15184031426906586, -0.1353166401386261, -0.15415921807289124, -0.13933460414409637, -0.05616737902164459, -0.08287954330444336, -0.09607162326574326, 0.11515292525291443, -0.21647582948207855, 0.18472644686698914, 0.17317552864551544, -0.1947912573814392, -0.257161021232605, 0.053392063826322556, -0.04356417804956436, 0.11567580699920654, -0.22914639115333557, 0.11197224259376526, -0.1052585244178772, -0.16565033793449402, -0.09204766899347305, -0.07941465824842453, 0.14080151915550232, -0.09941692650318146, -0.1244916170835495, 0.13629555702209473, 0.23054610192775726, -0.22407269477844238, 0.2935934066772461, 0.20451509952545166, -0.12564121186733246, -0.1530781239271164, -0.13311603665351868, 0.0006436556577682495, 0.16407352685928345, -0.08365783840417862, -0.12650032341480255, 0.030616261065006256, 0.18230585753917694, -0.12544675171375275, 0.002616509795188904, 0.1801753044128418, 0.07084096968173981, -0.181413471698761, -0.2552846670150757, -0.20859304070472717, -0.2532038986682892, -0.10221056640148163, 0.19067874550819397, -0.3249211311340332, -0.3797677159309387, -0.165972501039505, -0.039758048951625824, -0.4158858358860016, 0.12994971871376038, 0.20078736543655396, -0.04747220128774643, -0.03468242287635803, -0.13152068853378296, 0.06360315531492233, -0.21286703646183014, -0.21671290695667267, 0.23335742950439453, -0.17508985102176666]"
150,"[0.12730878591537476, -0.06401854008436203, 0.05750325694680214, -0.024293024092912674, -0.018291166052222252, -0.09700551629066467, 0.09537122398614883, 0.15649132430553436, 0.10218288749456406, -0.13504542410373688, 0.3590707778930664, 0.3408162593841553, 0.3190609812736511, -0.044480666518211365, 0.13302476704120636, 0.00875382125377655, 0.29410797357559204, -0.25863194465637207, 0.007089924067258835, 0.13672806322574615, 0.35890117287635803, 0.06961004436016083, 0.07072065025568008, -0.13803543150424957, 0.387857049703598, 0.003315141424536705, -0.3838846981525421, 0.11732465028762817, -0.26993486285209656, 0.2805674970149994, 0.11275685578584671, -0.054679691791534424, 0.1261918544769287, -0.39841777086257935, -0.07440940290689468, -0.36409610509872437, -0.23008960485458374, -0.41974133253097534, 0.15473635494709015, -0.14028409123420715, -0.17013712227344513, -0.301511287689209, -0.20213362574577332, 0.25064781308174133, -0.16851675510406494, -0.0934440940618515, 0.3815388083457947, -0.23009151220321655, 0.2477787286043167, 0.3106233775615692, 0.2259387969970703, 0.12955056130886078, 0.14878278970718384, 0.22430697083473206, -0.2631453275680542, -0.07178404182195663, 0.07385089248418808, 0.1125233992934227, 0.23262549936771393, 0.013064917176961899, -0.2150798738002777, 0.08733419328927994, -0.13374750316143036, -0.15667888522148132, 0.21914994716644287, -0.16662228107452393, -0.15145336091518402, -0.1571875959634781, -0.10053324699401855, -0.12363023310899734, -0.17389589548110962, 0.13162818551063538, -0.17092689871788025, 0.21470603346824646, 0.2423185110092163, -0.18423810601234436, -0.2373005598783493, 0.04398006945848465, -0.033980853855609894, 0.12568290531635284, -0.1630767583847046, 0.06671344488859177, -0.14507217705249786, -0.1597789078950882, -0.13118049502372742, -0.06702733784914017, 0.17257516086101532, -0.07740416377782822, -0.1615888923406601, 0.1677202731370926, 0.23856554925441742, -0.26882678270339966, 0.3659752905368805, 0.22562693059444427, -0.13054689764976501, -0.17664359509944916, -0.09652820229530334, 0.019180696457624435, 0.1512255072593689, -0.021851468831300735, -0.13497775793075562, 0.0086456798017025, 0.21127280592918396, -0.13682661950588226, -0.024859778583049774, 0.1532037854194641, 0.15888819098472595, -0.21371765434741974, -0.29783183336257935, -0.17748618125915527, -0.35752424597740173, -0.1261589080095291, 0.18287980556488037, -0.32252153754234314, -0.3676004707813263, -0.16245916485786438, -0.12571968138217926, -0.48761114478111267, 0.13076680898666382, 0.1962946057319641, -0.04961637407541275, -0.014971539378166199, -0.12427473813295364, 0.07794754952192307, -0.27991220355033875, -0.2858814299106598, 0.2735239565372467, -0.19392754137516022]"
153,"[0.04049476236104965, -0.07330595701932907, 0.007231329567730427, 0.014205075800418854, 0.016937313601374626, -0.10289338231086731, 0.10166016966104507, 0.09849189221858978, 0.043083466589450836, 0.041606225073337555, 0.21282488107681274, 0.2530994117259979, 0.20261676609516144, -0.15040841698646545, 0.08475929498672485, 0.10347768664360046, 0.1501150280237198, -0.10040231049060822, 0.10319383442401886, -0.0678420215845108, 0.3051958978176117, 0.02105605974793434, 0.09282276779413223, 0.039397042244672775, 0.3046225309371948, -0.06882970035076141, -0.21601815521717072, 0.10173353552818298, -0.19349050521850586, 0.19996291399002075, 0.14308860898017883, -0.05954359099268913, 0.04636244475841522, -0.3961491584777832, -0.05596283823251724, -0.20425359904766083, -0.13282108306884766, -0.3598395586013794, -0.04949374124407768, -0.15560978651046753, -0.09805884212255478, -0.22022545337677002, -0.09769558161497116, 0.15962305665016174, -0.10740888118743896, 0.06440897285938263, 0.2998620867729187, -0.09521344304084778, -0.03702084720134735, 0.16893264651298523, 0.09540776908397675, 0.07602028548717499, 0.24019649624824524, 0.08097724616527557, -0.36124950647354126, 0.01589890941977501, 0.024220207706093788, 0.09463521093130112, 0.10428619384765625, 0.04356192424893379, -0.13872268795967102, 0.0022942684590816498, -0.31301915645599365, -0.141882985830307, 0.11663006991147995, -0.18495962023735046, -0.12691277265548706, -0.08176273107528687, -0.1728202998638153, -0.12849019467830658, 0.002062290906906128, 0.21890610456466675, 0.0431932732462883, 0.0594930499792099, 0.10410427302122116, -0.040987685322761536, -0.14343030750751495, -0.05737394094467163, -0.10042347013950348, 0.18174946308135986, -0.023606400936841965, 0.06964127719402313, -0.15013614296913147, 0.0148874931037426, 0.051588255912065506, -0.13837939500808716, 0.16751861572265625, 0.014318004250526428, -0.021955296397209167, 0.18399636447429657, 0.15863263607025146, -0.13529178500175476, 0.2541397213935852, 0.11190730333328247, -0.09871996939182281, -0.1654406636953354, -0.0177647415548563, 0.07783680409193039, 0.011649040505290031, -0.008118253201246262, -0.0986848846077919, -0.020329918712377548, 0.043186966329813004, -0.04362351819872856, 0.12740933895111084, 0.06803430616855621, -0.050068408250808716, -0.20646992325782776, -0.10599292069673538, -0.043423742055892944, -0.2795547842979431, -0.027696270495653152, 0.01930058002471924, -0.1452704668045044, -0.21240058541297913, -0.1811714768409729, -0.08011376857757568, -0.25461623072624207, 0.20909632742404938, 0.19615426659584045, -0.0015846583992242813, -0.03695211187005043, -0.0003331229090690613, 0.033808402717113495, -0.14292873442173004, -0.3220307528972626, 0.1301310658454895, 0.003054186701774597]"
154,"[0.061257585883140564, -0.06425129622220993, -0.039586860686540604, 0.06219254434108734, 0.11774811148643494, -0.15429101884365082, 0.10317394137382507, 0.17704279720783234, 0.14846119284629822, 0.07030104100704193, 0.2828386723995209, 0.30524080991744995, 0.1439466029405594, -0.14479005336761475, 0.11450386792421341, 0.02072170004248619, 0.1185055673122406, -0.09145805984735489, 0.1486629992723465, -0.068022720515728, 0.20080995559692383, 0.035014357417821884, 0.1021299809217453, 0.07502080500125885, 0.30227941274642944, -0.019391348585486412, -0.1736450344324112, 0.042245302349328995, -0.18122321367263794, 0.1893048882484436, 0.05603174865245819, -0.07728903740644455, -0.021594509482383728, -0.44294923543930054, -0.022925235331058502, -0.18372036516666412, -0.1502278447151184, -0.27542707324028015, -0.06580358743667603, -0.06849168241024017, -0.11072239279747009, -0.21920399367809296, -0.142876535654068, 0.1973601132631302, -0.1924152970314026, 0.14352530241012573, 0.1970803141593933, -0.04192269593477249, -0.05119182914495468, 0.10829035937786102, 0.14156803488731384, 0.1118813008069992, 0.2594265341758728, 0.04871763661503792, -0.4114241600036621, 0.049169957637786865, -0.0358913317322731, 0.1461152881383896, 0.08540239930152893, 0.03590013459324837, -0.08621877431869507, 0.0036791376769542694, -0.38129669427871704, -0.18150383234024048, 0.0908355563879013, -0.18500269949436188, -0.1717614382505417, -0.11155936121940613, -0.16618184745311737, -0.07061955332756042, -0.030856043100357056, 0.25382378697395325, 0.06821746379137039, -0.05523844063282013, 0.1341162472963333, 0.0514799989759922, -0.08903438597917557, -0.07618090510368347, -0.10592270642518997, 0.14591260254383087, 0.022040249779820442, 0.07129978388547897, -0.1239922046661377, 0.1370479315519333, 0.10490420460700989, -0.1568146049976349, 0.11702428013086319, 0.05012837052345276, 0.05686746537685394, 0.11136935651302338, 0.05196135491132736, -0.18437188863754272, 0.13487112522125244, 0.04164767265319824, -0.10568267107009888, -0.07949809730052948, 0.056351251900196075, 0.10035156458616257, 0.033995889127254486, -0.06933169811964035, -0.23546238243579865, -0.01960110291838646, 0.051358241587877274, -0.07025608420372009, 0.087907575070858, -0.0009475891711190343, -0.002529829740524292, -0.2016058713197708, -0.06169404834508896, -0.04870881140232086, -0.3633292615413666, 0.006234373897314072, 0.027775388211011887, -0.13446296751499176, -0.1477564126253128, -0.20601975917816162, -0.12526656687259674, -0.1701931208372116, 0.21317876875400543, 0.17227238416671753, 0.02707741968333721, -0.10988375544548035, 0.06545712053775787, -0.0621919222176075, -0.2583480179309845, -0.28865793347358704, 0.1072349101305008, 0.002250051125884056]"
